Week,DMA_Name,DMA_ID,TRx,TV_Spend,TV_Impressions,Display_Spend,Display_Impressions,PaidSearch_Spend,PaidSearch_Clicks,HCPCalls_Spend,HCPCalls_Count,Speaker_Spend,Speaker_Events,HCPEmail_Spend,HCPEmail_Sends,HCPSocial_Spend,HCPSocial_Engagements,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_Spend,Seasonality
3/24/2024,Los Angeles CA,DMA_002,98042,0,0,93199,8424875,0,0,199882,1053,109087,12,21605,39332,36667,5957,21709,86276,6670000,42387,0.904
3/31/2024,Los Angeles CA,DMA_002,128125,0,0,73596,7421696,74658,33968,215431,1003,74569,8,25507,37295,32958,6126,32204,112750,6670000,31925,0.879
4/7/2024,Los Angeles CA,DMA_002,109988,0,0,90088,9307126,60192,17906,250176,1369,0,0,24012,36666,0,0,24020,96789,6670000,80913,0.926
4/14/2024,Los Angeles CA,DMA_002,115400,0,0,100023,11971754,49894,24054,189580,917,0,0,0,0,31411,4818,28818,101552,6670000,45587,0.932
4/21/2024,Los Angeles CA,DMA_002,120760,70525.2,2047291,71676,8335649,60214,16895,218170,1057,0,0,17038,32833,21915,3300,28405,106268,6670000,118712,0.863
4/28/2024,Los Angeles CA,DMA_002,102517,89475,2318960,94424,10329932,60561,12581,219378,1086,0,0,0,0,0,0,22838,90214,6670000,89058,0.862
5/5/2024,Los Angeles CA,DMA_002,123945,100993.2,3155348,81236,6800023,50388,18123,219592,1001,0,0,18869,28862,40550,5783,25022,109071,6670000,159227,0.861
5/12/2024,Los Angeles CA,DMA_002,154986,93322.8,2624757,76931,9159450,59342,20137,270277,1449,139180,11,0,0,39471,7749,38949,136387,6670000,71816,1.001
5/19/2024,Los Angeles CA,DMA_002,144785,152916,4787290,95744,8598922,42438,20935,224568,1149,131087,15,20298,33547,23207,3323,26237,127410,6670000,144362,0.89
5/26/2024,Los Angeles CA,DMA_002,167154,214041,7402204,85035,10001975,63358,14256,272236,1474,167303,17,27819,47681,23378,3885,30512,147095,6670000,288585,0.995
6/2/2024,Los Angeles CA,DMA_002,144804,200449,6580406,0,0,82381,26454,296564,1416,0,0,24522,43329,40531,5107,27317,127427,6670000,173636,1.077
6/9/2024,Los Angeles CA,DMA_002,108089,223782,7563359,83293,8962499,56515,14874,0,0,0,0,0,0,0,0,21860,95118,6670000,295031,1.065
6/16/2024,Los Angeles CA,DMA_002,134828,196324,5551206,81304,6891904,54902,13725,0,0,0,0,19873,36206,28312,4136,31206,118648,6670000,239718,1.132
6/23/2024,Los Angeles CA,DMA_002,111562,136942,3654752,59007,6052276,49614,14543,64067.399999999994,307,0,0,17752,26129,27509,5241,25266,98174,6670000,167059,0.865
6/30/2024,Los Angeles CA,DMA_002,103110,39524.4,1262585,65678,6653851,45366,14240,0,0,0,0,23706,42822,34603,4368,22888,90736,6670000,66803,0.927
7/7/2024,Los Angeles CA,DMA_002,116254,28423.4,902150,92439,8363916,71782,14446,0,0,83245,8,24338,33103,37228,4879,29466,102303,6670000,53115,0.972
7/14/2024,Los Angeles CA,DMA_002,78415,0,0,90725,10634626,0,0,0,0,167429,16,22332,31600,41391,7071,18829,69005,6670000,77742,0.915
7/21/2024,Los Angeles CA,DMA_002,96265,0,0,102339,11288997,60936,14554,0,0,119089,11,18205,32112,26523,4429,22180,84713,6670000,98613,0.856
7/28/2024,Los Angeles CA,DMA_002,108162,0,0,85421,10174263,72350,24248,56199.299999999996,297,0,0,17907,31665,24135,3207,25666,95182,6670000,57627,0.914
8/4/2024,Los Angeles CA,DMA_002,128858,0,0,82591,9090544,73492,24372,74624.4,383,0,0,29079,43285,40129,5059,28465,113395,6670000,36354,1.038
8/11/2024,Los Angeles CA,DMA_002,87669,0,0,82909,9498646,40452,10833,0,0,0,0,22168,31618,24002,4270,15962,77148,6670000,60710,0.895
8/18/2024,Los Angeles CA,DMA_002,89298,103065,2764969,99691,8846601,67173,16636,0,0,0,0,0,0,0,0,22921,78582,6670000,107521,0.928
8/25/2024,Los Angeles CA,DMA_002,198884,173818.19999999998,5024420,157074,15088996,97513,41521,0,0,0,0,37325,73054,40887,5994,42076,175017,6670000,211967,1.411
9/1/2024,Los Angeles CA,DMA_002,227472,0,0,123231,12347154,125487,45021,303260,1412,192479,18,30254,56970,32640,6000,42835,200175,6670000,103365,1.408
9/8/2024,Los Angeles CA,DMA_002,253334,152087.4,5259909,111331,10158558,68534,16192,369344,1896,166607,15,26554,34624,56590,8788,56242,222933,6670000,176838,1.466
9/15/2024,Los Angeles CA,DMA_002,223237,173926.19999999998,5972662,115412,9670489,78207,19146,357405,1630,214909,19,36342,49053,0,0,45539,196448,6670000,196801,1.399
9/22/2024,Los Angeles CA,DMA_002,252608,292563,8005453,126555,10896072,87044,33086,347883,1646,0,0,38074,70549,46985,8863,60414,222295,6670000,209343,1.461
9/29/2024,Los Angeles CA,DMA_002,189758,245372,7532417,0,0,124670,38054,263633,1349,0,0,26298,44664,35650,6145,43925,166987,6670000,148881,1.35
10/6/2024,Los Angeles CA,DMA_002,214679,283010,9455649,168181,18206643,85251,19064,268535,1357,0,0,32682,41417,0,0,48494,188917,6670000,437187,1.443
10/13/2024,Los Angeles CA,DMA_002,222671,198225,5840480,152939,17747635,100202,38743,255461,1176,0,0,27134,42783,48686,8578,48051,195950,6670000,217992,1.319
10/20/2024,Los Angeles CA,DMA_002,242629,238181,6070414,122482,10760291,100864,42128,403658,1998,0,0,0,0,66205,9831,46055,213513,6670000,226710,1.484
10/27/2024,Los Angeles CA,DMA_002,230299,184024,5337732,126803,12199071,121478,26540,334365,1852,114295,10,24168,31700,53935,8306,50162,202663,6670000,193970,1.31
11/3/2024,Los Angeles CA,DMA_002,203893,0,0,110564,9679592,112167,23818,324691,1764,186284,17,0,0,46020,8659,49646,179425,6670000,77559,1.396
11/10/2024,Los Angeles CA,DMA_002,129867,0,0,85191,8514525,0,0,231728,1081,198364,20,22982,31141,29680,4878,23385,114282,6670000,58258,1.181
11/17/2024,Los Angeles CA,DMA_002,173330,49550.200000000004,1581376,94563,10552788,101364,26796,223318,1235,0,0,23934,35767,43642,7698,43710,152530,6670000,129078,1.146
11/24/2024,Los Angeles CA,DMA_002,166094,0,0,84806,8790566,96880,39400,245456,1360,0,0,23860,32735,38993,6543,40975,146162,6670000,35904,1.161
12/1/2024,Los Angeles CA,DMA_002,160435,0,0,114849,9371265,70787,35241,268104,1339,0,0,25775,46759,31695,4042,29135,141182,6670000,103451,1.151
12/8/2024,Los Angeles CA,DMA_002,167595,50642,1743094,117875,12785690,94450,28406,72510.9,363,0,0,23623,37732,44457,6389,32032,147483,6670000,102515,1.192
12/15/2024,Los Angeles CA,DMA_002,98890,136002.6,4530533,0,0,59135,20183,0,0,0,0,28367,54933,0,0,23009,87023,6670000,58095,1.118
12/22/2024,Los Angeles CA,DMA_002,140007,132475.8,3624607,109189,8859438,92703,22722,0,0,0,0,26897,38833,38733,5515,29464,123206,6670000,112675,1.111
1/1/2023,Chicago IL,DMA_003,114094,151182,5119935,0,0,84381,24390,0,0,0,0,22442,39871,28340,3966,22509,102684,6140000,95346,1.246
1/8/2023,Chicago IL,DMA_003,123673,182570,5270527,89891,7295139,91115,26715,0,0,0,0,23675,37115,0,0,25474,108832,6140000,156275,1.204
1/15/2023,Chicago IL,DMA_003,173601,184047,6283604,95096,8449304,58492,19183,218363,1052,0,0,33565,53556,32218,4974,44665,152768,6140000,148046,1.256
1/22/2023,Chicago IL,DMA_003,177323,154619,5333909,126980,10949949,94428,22685,251175,1310,0,0,30914,47682,36117,6963,37285,156044,6140000,134703,1.232
1/29/2023,Chicago IL,DMA_003,199873,247520,8062898,138433,14622472,78658,36356,315385,1475,0,0,20425,26637,54142,9935,47376,175888,6140000,204108,1.3
2/5/2023,Chicago IL,DMA_003,168596,241950,8416759,85271,10126199,95688,21789,266347,1453,0,0,22291,30595,0,0,38093,148364,6140000,247749,1.287
2/12/2023,Chicago IL,DMA_003,151478,0,0,110710,11992705,101846,29373,262336,1365,0,0,28799,46649,0,0,33623,133300,6140000,47268,1.321
2/19/2023,Chicago IL,DMA_003,171814,0,0,102259,9607349,61511,16504,316777,1740,131054,13,30840,60288,43506,5788,31417,151196,6140000,90820,1.282
2/26/2023,Chicago IL,DMA_003,151491,0,0,109898,12133573,70759,27124,253915,1368,126102,12,26782,40225,25838,3504,29292,133312,6140000,64733,1.132
3/5/2023,Chicago IL,DMA_003,141058,0,0,96043,10209153,46394,11505,279877,1361,132821,13,26562,37196,26614,3393,33027,124131,6140000,91594,1.139
3/12/2023,Chicago IL,DMA_003,149809,27482.600000000002,892532,113952,9496906,82639,30124,253010,1171,0,0,23292,33117,34262,6667,27218,131831,6140000,102115,1.137
3/19/2023,Chicago IL,DMA_003,149115,36387.8,1027177,69184,6534621,56543,12405,255195,1239,126734,11,24328,33722,30963,6066,37965,131221,6140000,58269,1.128
3/26/2023,Chicago IL,DMA_003,158217,101355,2916861,95571,11142277,58302,24261,187269,1033,183517,16,22502,35870,44213,6827,36126,139230,6140000,143285,1.067
4/2/2023,Chicago IL,DMA_003,138042,0,0,106502,8643579,67221,29406,252467,1223,103732,12,16408,26573,23585,4090,27772,121476,6140000,57504,1.056
4/9/2023,Chicago IL,DMA_003,126048,0,0,80614,8179609,75831,19532,229644,1186,0,0,23740,31106,35790,6204,23266,110922,6140000,72008,1.067
4/16/2023,Chicago IL,DMA_003,136184,101085,2538840,82518,8898795,67338,19965,244175,1342,0,0,18790,35695,35085,4800,29824,119841,6140000,102201,1.017
4/23/2023,Chicago IL,DMA_003,55665,0,0,0,0,0,0,184816,979,0,0,21783,33287,29814,4439,10740,48985,6140000,0,0.885
4/30/2023,Chicago IL,DMA_003,147147,98989.2,3140332,76421,7412934,70395,34478,222845,1107,0,0,18425,27284,37532,6085,36063,129489,6140000,123969,1.07
5/7/2023,Chicago IL,DMA_003,133002,192213,6709369,105077,10022510,51040,11885,194564,1003,0,0,17529,25625,37101,6584,30922,117041,6140000,145653,0.997
5/14/2023,Chicago IL,DMA_003,134700,159018,5326950,81085,9344449,59019,18769,185582,987,152656,14,21182,28606,27910,5518,32741,118536,6140000,187560,0.925
5/21/2023,Chicago IL,DMA_003,104833,162708,4948621,0,0,56896,25011,151850,731,132632,11,13107,24466,27172,4774,20293,92253,6140000,90709,0.878
5/28/2023,Chicago IL,DMA_003,100504,135222,4032179,78017,7125088,0,0,194506,926,79663,7,0,0,38887,5926,18371,88443,6140000,201333,1.017
6/4/2023,Chicago IL,DMA_003,147978,143503,4472518,67461,5634119,45941,9860,237217,1163,0,0,28457,41546,45335,8875,27158,130220,6140000,126780,1.138
6/11/2023,Chicago IL,DMA_003,126702,179428,5764258,95348,9075277,91401,27948,0,0,0,0,26962,35634,27721,3802,25471,111497,6140000,240911,1.098
6/18/2023,Chicago IL,DMA_003,90368,28069,951371,96499,8423743,66229,13526,0,0,0,0,19703,25166,35930,5291,20866,79523,6140000,82569,0.924
6/25/2023,Chicago IL,DMA_003,99904,0,0,72022,7677233,63756,29449,0,0,0,0,22707,28949,42577,6673,22722,87915,6140000,38386,1.012
7/2/2023,Chicago IL,DMA_003,92246,0,0,61369,7110656,51165,14688,0,0,0,0,23746,40900,39083,5978,16692,81176,6140000,30322,0.998
7/9/2023,Chicago IL,DMA_003,133929,0,0,68459,5602062,82892,28092,75735.59999999999,361,134298,12,28639,53147,44937,5856,33354,117857,6140000,58329,1.113
7/16/2023,Chicago IL,DMA_003,110082,0,0,76093,6280527,70178,27179,0,0,176965,18,24784,31460,24430,4748,27529,96872,6140000,66703,1.026
7/23/2023,Chicago IL,DMA_003,115255,24246.800000000003,665785,82391,8868207,80595,31472,0,0,115314,10,18983,26973,35846,5390,22577,101424,6140000,66192,1.008
7/30/2023,Chicago IL,DMA_003,86278,0,0,85346,9404434,56985,12355,0,0,0,0,16252,29086,29710,5398,18136,75924,6140000,79082,0.964
8/6/2023,Chicago IL,DMA_003,86445,69979.8,2120777,80812,8705114,36537,9522,0,0,0,0,20791,35566,33287,5327,20856,76071,6140000,145369,0.865
8/13/2023,Chicago IL,DMA_003,120303,108861,3470698,93674,8951949,57420,18426,50506.799999999996,247,0,0,25827,43723,30033,5973,26146,105866,6140000,172919,0.996
8/20/2023,Chicago IL,DMA_003,102011,73301.4,2261353,83883,8570412,71122,24256,50736.6,231,0,0,19489,30273,23109,2905,21243,89769,6140000,104854,0.879
8/27/2023,Chicago IL,DMA_003,136788,129735.59999999999,4127332,93714,9181341,0,0,89773.5,450,0,0,33145,42749,50118,7148,30881,120373,6140000,147079,1.406
9/3/2023,Chicago IL,DMA_003,226353,153466.19999999998,3848882,141988,13694099,72263,28313,256802,1198,138053,12,30744,47930,30657,5943,46076,199190,6140000,188098,1.481
9/10/2023,Chicago IL,DMA_003,219738,194333,6138123,133518,14331137,104997,39220,233166,1132,164058,14,20797,30454,55511,7189,54101,193369,6140000,272358,1.384
9/17/2023,Chicago IL,DMA_003,192646,186925,5116677,86668,9091866,98361,29851,310737,1652,179829,20,31672,57686,0,0,43140,169528,6140000,148698,1.305
9/24/2023,Chicago IL,DMA_003,154595,203798,6966017,82235,7381187,0,0,307706,1671,0,0,32215,41797,51372,8077,28642,136043,6140000,169951,1.364
10/1/2023,Chicago IL,DMA_003,199970,177428,4452224,128287,12938909,101474,49886,281171,1530,0,0,33722,54235,54546,7336,45158,175973,6140000,164140,1.302
10/8/2023,Chicago IL,DMA_003,209583,252197,8672676,128440,10909705,82460,33705,335590,1733,0,0,21941,32141,53931,6793,52463,184433,6140000,171533,1.373
10/15/2023,Chicago IL,DMA_003,174776,201953,5221607,105810,8507638,72049,16730,227329,1253,0,0,0,0,33670,5651,35550,153802,6140000,175040,1.37
10/22/2023,Chicago IL,DMA_003,179500,42915.600000000006,1138116,121545,13089831,80508,30649,311836,1634,0,0,19979,28200,31510,4417,45922,157960,6140000,149633,1.323
10/29/2023,Chicago IL,DMA_003,210597,50899,1364752,95766,8070533,61356,17845,293766,1542,191631,15,26907,49978,41804,5679,39445,185325,6140000,64832,1.464
11/5/2023,Chicago IL,DMA_003,213546,39947.600000000006,1039887,94061,8177990,108490,28610,329981,1732,217587,26,30768,43338,51210,10010,43438,187920,6140000,60102,1.385
11/12/2023,Chicago IL,DMA_003,151049,0,0,82199,9549083,77671,28480,200597,914,157490,15,17187,22675,47467,8193,38726,132923,6140000,62758,1.144
11/19/2023,Chicago IL,DMA_003,118868,0,0,81770,9294901,61589,21282,196379,915,0,0,0,0,30494,4902,24062,104603,6140000,60560,1.1
11/26/2023,Chicago IL,DMA_003,125197,0,0,113584,10290867,49400,10311,199693,997,0,0,20000,29980,44388,8218,32416,110173,6140000,73966,1.111
12/3/2023,Chicago IL,DMA_003,145159,103384.8,3538893,98984,8819437,55959,11434,195098,894,0,0,21624,30325,29770,4091,31934,127739,6140000,173288,1.168
12/10/2023,Chicago IL,DMA_003,140815,93979.8,3084179,104041,9103511,72976,18353,59239.5,289,0,0,28233,37423,30933,6156,34671,123917,6140000,87930,1.155
12/17/2023,Chicago IL,DMA_003,110887,135030.6,4421672,76016,6989163,58491,11889,0,0,0,0,30982,42348,0,0,21796,97580,6140000,92133,1.172
12/24/2023,Chicago IL,DMA_003,132682,87316.8,2614210,75657,6987802,77287,36927,0,0,0,0,19118,26054,48119,8851,34095,116760,6140000,102142,1.152
12/31/2023,Chicago IL,DMA_003,150426,118824.59999999999,3875254,81306,9261121,84588,20432,0,0,0,0,32063,40104,32421,4381,28177,132374,6140000,149856,1.251
1/7/2024,Chicago IL,DMA_003,189178,108748.8,2755244,99312,11634036,111101,28997,100936.8,467,0,0,27526,42217,52069,7998,46229,166476,6140000,201950,1.335
1/14/2024,Chicago IL,DMA_003,207855,277136,8441929,96089,9102635,86237,26702,267770,1248,0,0,22071,39080,53389,6885,50112,182912,6140000,194746,1.319
1/21/2024,Chicago IL,DMA_003,217145,173151,5781119,100667,9232514,91052,39278,355617,1726,0,0,26701,50618,34299,6313,41085,191087,6140000,206713,1.332
1/28/2024,Chicago IL,DMA_003,207009,183122,5967443,121605,13885824,70130,15452,278408,1410,0,0,32081,62755,45067,7109,39266,182167,6140000,290924,1.341
2/4/2024,Chicago IL,DMA_003,194543,190911,5078517,120892,13274217,70041,28239,315458,1628,0,0,33030,45109,40870,5608,47186,171197,6140000,135730,1.217
2/11/2024,Chicago IL,DMA_003,179874,197775,6577942,106258,9345725,56065,13168,274099,1280,0,0,22849,33307,49649,6413,36241,158289,6140000,278105,1.225
2/18/2024,Chicago IL,DMA_003,178343,171748,5770100,115624,9977980,72597,36200,248711,1223,153440,13,0,0,0,0,37432,156941,6140000,170831,1.229
2/25/2024,Chicago IL,DMA_003,156460,0,0,85265,10134983,65570,15810,230655,1067,166878,15,0,0,53333,8155,29479,137684,6140000,48751,1.193
3/3/2024,Chicago IL,DMA_003,143572,0,0,120818,11938094,55001,11404,220482,1140,156757,18,22808,38020,0,0,30057,126343,6140000,84390,1.161
3/10/2024,Chicago IL,DMA_003,150112,0,0,78160,9062558,61798,16957,271871,1348,0,0,30421,52217,49490,9454,33976,132098,6140000,61824,1.131
3/17/2024,Chicago IL,DMA_003,181307,47968,1647835,113745,13280463,90043,33713,210387,1003,135203,14,32189,40302,38855,6412,36568,159550,6140000,120959,1.133
3/24/2024,Chicago IL,DMA_003,151623,0,0,116371,11593991,75459,35258,263635,1261,152491,13,24896,38481,44377,7585,29199,133428,6140000,94845,1.012
3/31/2024,Chicago IL,DMA_003,163095,0,0,91449,9777566,60785,12423,294409,1428,213226,20,28453,49199,31637,5219,29917,143523,6140000,46115,1.148
4/7/2024,Chicago IL,DMA_003,122541,0,0,109175,8754443,67342,25298,185505,963,0,0,25293,36619,29262,4770,25807,107836,6140000,95976,0.963
4/14/2024,Chicago IL,DMA_003,140038,118494.59999999999,3681055,82500,8627816,65814,27929,247654,1220,0,0,18730,34223,36151,4576,30393,123233,6140000,144312,0.942
4/21/2024,Chicago IL,DMA_003,142698,88044.59999999999,2880141,66693,6680081,46776,17203,200979,1058,0,0,22827,28757,29189,4927,27947,125574,6140000,128563,1.032
4/28/2024,Chicago IL,DMA_003,103470,0,0,86274,9632016,62667,15070,169701,900,0,0,14664,20197,31903,4446,20908,91053,6140000,55911,0.863
5/5/2024,Chicago IL,DMA_003,172885,116980.2,3502336,116908,13527426,92877,19550,234633,1215,0,0,29559,41927,50617,9050,32659,152138,6140000,138605,1.139
5/12/2024,Chicago IL,DMA_003,129961,93295.2,2601624,91498,9085872,41020,10747,166148,894,147423,12,16133,26457,26240,4700,23909,114365,6140000,85162,0.904
5/19/2024,Chicago IL,DMA_003,155534,134590,4443428,67979,7422935,75138,20343,227083,1167,166060,15,26638,37130,37803,6467,38139,136869,6140000,139531,0.973
5/26/2024,Chicago IL,DMA_003,164186,149061,5088292,75781,6859625,93203,29599,247518,1125,84066,9,24857,34615,28735,3975,41490,144483,6140000,122997,1.037
6/2/2024,Chicago IL,DMA_003,146189,148542,3879614,114182,12639759,94254,32175,267425,1325,0,0,20626,32282,0,0,37017,128646,6140000,214982,1.043
6/9/2024,Chicago IL,DMA_003,126888,202466,6773222,114501,10131717,86932,20124,71974.5,382,0,0,21962,43078,0,0,26025,111661,6140000,250909,1.006
6/16/2024,Chicago IL,DMA_003,153019,188541,5614502,85940,9044501,84175,18862,76611.9,369,0,0,30275,57897,47183,7933,31898,134656,6140000,204721,1.091
6/23/2024,Chicago IL,DMA_003,117547,130240,4392610,97971,7890373,55736,25039,66040.5,302,0,0,16560,22959,37806,5230,30227,103441,6140000,212779,0.885
6/30/2024,Chicago IL,DMA_003,123397,0,0,107085,11227370,49696,12025,61448.1,331,0,0,17940,24921,33997,4668,23484,108589,6140000,98580,1.133
7/7/2024,Chicago IL,DMA_003,114411,24219.4,744621,97263,9590955,70546,23048,0,0,95068,9,26793,47429,41913,5533,27296,100681,6140000,67868,0.93
7/14/2024,Chicago IL,DMA_003,121225,0,0,84615,8103425,68999,18424,76064.7,374,111991,13,20900,35490,41046,5868,28932,106678,6140000,39034,0.95
7/21/2024,Chicago IL,DMA_003,110018,27573.600000000002,807413,89593,8825623,65552,13592,49085.1,243,153241,13,21263,33611,22446,3738,24788,96815,6140000,60207,0.866
7/28/2024,Chicago IL,DMA_003,114843,31392.2,817007,82708,7893287,75462,31930,0,0,0,0,16060,32064,42016,7592,29334,101061,6140000,97124,0.99
8/4/2024,Chicago IL,DMA_003,131148,0,0,99093,11038463,97837,38291,61902.899999999994,301,0,0,0,0,44178,6349,28328,115410,6140000,52836,1.141
8/11/2024,Chicago IL,DMA_003,149571,143551.8,4719955,104901,10124085,101975,47330,0,0,0,0,21246,35959,35953,5874,32137,131622,6140000,156735,1.129
8/18/2024,Chicago IL,DMA_003,101498,0,0,102340,11882783,53004,17427,0,0,0,0,21453,33804,38418,7349,25857,89318,6140000,43470,0.968
8/25/2024,Chicago IL,DMA_003,139136,0,0,111833,11154539,69595,29365,0,0,0,0,39973,52753,0,0,29025,122439,6140000,63046,1.451
9/1/2024,Chicago IL,DMA_003,273923,184256.4,5605587,147860,12840443,127601,56700,352713,1650,167064,15,42391,53806,60141,8107,52844,241052,6140000,153584,1.497
9/8/2024,Chicago IL,DMA_003,235068,127014.59999999999,4036180,111436,9400883,87970,22625,319180,1732,143462,12,24548,43897,52516,8449,57053,206859,6140000,144367,1.408
9/15/2024,Chicago IL,DMA_003,259965,124158.59999999999,3495847,132784,12806513,89464,34816,279885,1410,195739,23,35948,48105,67155,9875,59045,228769,6140000,220390,1.487
9/22/2024,Chicago IL,DMA_003,203132,265238,6957103,95752,11259815,106112,24951,360670,1898,0,0,28857,57012,0,0,50468,178756,6140000,224547,1.374
9/29/2024,Chicago IL,DMA_003,211276,207433,5928569,127497,11741765,88718,29767,300014,1614,0,0,36328,50655,36540,4889,53930,185922,6140000,286437,1.328
10/6/2024,Chicago IL,DMA_003,181486,173897,5671888,86878,9556128,66355,16679,282762,1458,0,0,37043,56142,0,0,38228,159707,6140000,133070,1.309
10/13/2024,Chicago IL,DMA_003,232237,241724,8133330,98376,10759152,123657,36196,336197,1694,0,0,32895,53124,40825,7507,48346,204368,6140000,234802,1.394
